OBJECTID,LICENSE,TRADE_NAME,APPLICANT,CLASS,ADDRESS,ADDRID,X,Y,STATUS,TYPE,BREW_PUB,ENTERTAINMENT,SALES_CONSUMPTION,SIDEWALK_CAFE,SUMMER_GARDEN,TASTING,WINE_PUB,WARD,ZIPCODE,SMD,ANC,COVERCHARGE,DANCING,OFFPREMISESTORAGE,STORAGEFACILITY,DISTILLERY_PUB,LONGITUDE,LATITUDE,TOTAL_CAPACITY,GAMES_OF_SKILL,SPORTS_WAGGERING
170,ABRA-021918,Bistro Lepic,"Cec, Inc.",C,1736 WISCONSIN AVE NW,273617,394160.98,138528.7,Active,Restaurant,,CHECKED,,,,,,Ward 2,20007,SMD 2E02,ANC 2E,,,,,,-77.06732714,38.91460507,79,,
171,ABRA-021925,Don Jaime,Jamie T. Carrillo,C,3209 MT PLEASANT ST NW,233543,396686.25,140400.79,Active,Tavern,,CHECKED,,,,,,Ward 1,20010,SMD 1D04,ANC 1D,CHECKED,CHECKED,,,,-77.03821842,38.93148261,50,,
172,ABRA-021949,Nightingale II,Frager Enterprises Inc.,C,"600 WATER ST SW, #C",276680,398169.15,134169.91,Active,Marine Vessel,,,,,,,,Ward 6,20024,SMD 6D04,ANC 6D,,,,,,-77.0210991,38.87535665,,,
173,ABRA-021972,Three Way Liquors Inc,"Three Way Liquors, Inc.",A,4823 GEORGIA AVE NW,252098,397675.24,142371.7,Issued,Retail - Liquor Store,,,,,,,,Ward 4,20011,SMD 4D06,ANC 4D,,,,,,-77.02681879,38.94924031,,,
174,ABRA-022027,Clyde's,"Clyde's of Georgetown, LLC",C,3236 M ST NW,279678,394446.85,137462.13,Active,Restaurant,,CHECKED,,,,,,Ward 2,20007,SMD 2E05,ANC 2E,,CHECKED,,,,-77.06402228,38.9049989,188,,
175,ABRA-022045,Fresh Fields Whole Foods Market,Whole Foods Market Group Inc,B,2323 WISCONSIN AVE NW,284358,393789.84,139230.75,Safekeeping,Retail-Full Service Grocery,,,,,,,,Ward 3,20007,SMD 3B02,ANC 3B,,,,,,-77.07161294,38.92092683,,,
176,ABRA-022105,Union Pub,Red River Grill LLC,C,201 MASSACHUSETTS AVE NE,286590,399750.14,136308,Active,Restaurant,,,,CHECKED,,,,Ward 6,20002,SMD 6C02,ANC 6C,,,,,,-77.00288022,38.89461959,133,CHECKED,
177,ABRA-022107,Odyssey Cruises,"Hornblower Cruises and Events, LLC",C,"600 WATER ST SW, #D",276680,398169.15,134169.91,Issued,Marine Vessel,,CHECKED,,,,,,Ward 6,20024,SMD 6D04,ANC 6D,,,,,,-77.0210991,38.87535665,600,,
178,ABRA-022889,Serengeti,Serengeti Entertainment Group Inc. c/o Lydia Muriithi,C,"6210 GEORGIA AVE NW, #A",253214,397578.14,144159.62,Active,Restaurant,,CHECKED,,,,,,Ward 4,20011,SMD 4A04,ANC 4A,CHECKED,CHECKED,,,,-77.02794527,38.96534577,75,,
179,ABRA-023471,Harmony Cafe,"Wing Fu, Corp.",C,3287 M ST NW,285545,394305.6,137496.83,Active,Restaurant,,,,,,,,Ward 2,20007,SMD 2E05,ANC 2E,,,,,,-77.06565103,38.90531059,,,
180,ABRA-023501,"New Da Hsin Trading, Inc","New Da Hsin Trading, Inc.",A,811 7TH ST NW,238701,398122.93,136927.04,About to Expire,Retail - Liquor Store,,,,,,,,Ward 2,20001,SMD 2C01,ANC 2C,,,,,,-77.02163928,38.90019416,,,
181,ABRA-023503,Missouri Avenue Market,"Rufael, Incorporation",B,5900 GEORGIA AVE NW,253189,397536.12,143734.68,Active,Retail - Grocery,,,,,,,,Ward 4,20011,SMD 4A06,ANC 4A,,,,,,-77.0284286,38.96151802,,,
182,ABRA-023601,The Capitol Lounge,Am & Eve Corporation,C,229 PENNSYLVANIA AVE SE,278137,399787.23,135455.4,Issued,Tavern,,CHECKED,,CHECKED,CHECKED,,,Ward 6,20003,SMD 6B01,ANC 6B,,CHECKED,,,,-77.0024524,38.88693906,161,,
183,ABRA-023794,Grillfish,"Grillfish of Washington DC, LLC",C,"1200 NEW HAMPSHIRE AVE NW, #B",242474,395867.08,137550.87,Active,Restaurant,,,,CHECKED,,,,Ward 2,20036,SMD 2A06,ANC 2A,,,,,,-77.04764898,38.90580613,99,,
184,ABRA-023822,Barmy Wine and Liquors,"Prerna, Inc",A,1912 L ST NW,302227,396173.34,137304,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 2,20036,SMD 2B06,ANC 2B,,,CHECKED,,,-77.04411669,38.90358362,,,
185,ABRA-023943,Raku-Ya,"DMM, LLC.",C,1900 Q ST NW,302225,396215.1,138126.41,Active,Restaurant,,,,CHECKED,,,,Ward 2,20009,SMD 2B03,ANC 2B,,,,,,-77.04363978,38.91099236,100,,
186,ABRA-023984,Barrel House Liquors,"MG Liquors, Inc.",A,1339 14TH ST NW,225406,397256.45,137853.91,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 2,20005,SMD 2F03,ANC 2F,,,,,,-77.03163196,38.90854145,,,
187,ABRA-024057,District Chophouse & Brewery,"Walnut Brewery, Inc.",C,509 7TH ST NW,279813,398127.84,136519.42,Active,Tavern,CHECKED,,,CHECKED,,,,Ward 2,20004,SMD 2C01,ANC 2C,,,,,,-77.02158157,38.89652185,278,,
188,ABRA-024105,Daily Grill,"Grill Concepts-DC, Inc.",C,1200 18TH ST NW,241292,396352.33,137565.76,Active,Restaurant,,,,,,,,Ward 2,20036,SMD 2B06,ANC 2B,,,,,,-77.04205455,38.90594241,240,,
189,ABRA-024197,Habana Village,"Multi-management, Inc.",C,1834 COLUMBIA RD NW,235389,396258.42,139318.55,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 1,20009,SMD 1C03,ANC 1C,CHECKED,CHECKED,,,,-77.0431468,38.92173173,190,,
190,ABRA-024326,Morton's The Steakhouse/ Bar 21,"Morton's of Chicago/Washington Square, Inc.",C,1050 CONNECTICUT AVE NW,243417,396500.05,137295.43,Active,Restaurant,,CHECKED,,,CHECKED,,,Ward 2,20036,SMD 2B06,ANC 2B,CHECKED,,,,,-77.04035008,38.90350778,393,,
191,ABRA-024338,El Rinconcito Cafe,"El Rinconcito Cafe, Inc",C,1129 11TH ST NW,243079,397675.96,137506.6,Active,Restaurant,,,,,,,,Ward 2,20001,SMD 2F06,ANC 2F,,,,,,-77.02679402,38.90541397,24,,
192,ABRA-024470,Nooshi,Magic Meals Inc.,C,1120 19TH ST NW,241074,396195.88,137411.08,Active,Restaurant,,,,CHECKED,,,,Ward 2,20036,SMD 2B06,ANC 2B,,,,,,-77.04385743,38.90454833,195,,
193,ABRA-024489,DCJCC,"Edlavitch Jewish Community Center of Washington, DC, Inc.",D,1529 16TH ST NW,225737,396881.95,138113.53,Active,Restaurant,,,,,,,,Ward 2,20036,SMD 2B05,ANC 2B,,,,,,-77.03595097,38.91087895,,,
194,ABRA-024522,Cap Liquors,"R S Liquors, Inc",A,1301 SOUTH CAPITOL ST SW,68830,399186.18,134072.97,Active,Retail - Liquor Store,,,,,,,,Ward 6,20003,SMD 6D06,ANC 6D,,,,,,-77.00937852,38.87448524,,,
195,ABRA-024613,Pure Nightclub & Lounge,Kelemewa Corporation,C,1326 U ST NW,279068,397334.26,138769.63,Active,Nightclub,,,,,,,,Ward 1,20009,SMD 1B12,ANC 1B,,,,,,-77.0307384,38.91679081,150,,
196,ABRA-024625,Washington Plaza Hotel,Washington Plaza Hotel LLC,C,10 THOMAS CIR NW,298252,397324.38,137600.45,Active,Hotel,,CHECKED,,,CHECKED,,,Ward 2,20005,SMD 2F05,ANC 2F,,CHECKED,,,,-77.03084777,38.90625807,340,,
197,ABRA-024663,Haydee's Restaurant,NHV Corporation,C,3102 MT PLEASANT ST NW,218150,396733.47,140120.5,Active,Tavern,,CHECKED,,CHECKED,,,,Ward 1,20010,SMD 1D04,ANC 1D,CHECKED,CHECKED,,,,-77.03767248,38.92895785,99,,
198,ABRA-024814,Lauriol Plaza Restaurant,Lauriol Plaza Inc.,C,1835 18TH ST NW,242877,396407.38,138609.77,Active,Restaurant,,,,CHECKED,,,,Ward 2,20009,SMD 2B08,ANC 2B,,,,,,-77.04142533,38.91534743,256,,
199,ABRA-024868,Kogod Liquors,"Starlight, Inc.",A,441 NEW JERSEY AVE NW,237161,399050.2,136454.38,Issued,Retail - Liquor Store,,,,,,CHECKED,,Ward 6,20001,SMD 6C02,ANC 6C,,,,,,-77.01094885,38.89593776,,,
200,ABRA-025007,DC Cafe,"DC Grill, Inc.",D,2035 P ST NW,279522,395972.03,137996.82,Active,Restaurant,,,,CHECKED,,,,Ward 2,20036,SMD 2B02,ANC 2B,,,,,,-77.04644161,38.90982389,60,,
201,ABRA-025022,Bacchus Importers,"Bacchus Importers, LLC",A,"3350 V ST NE, #B",287841,403518.78,139010.98,Active,Wholesaler,,,,,,CHECKED,,Ward 5,20018,SMD 5C04,ANC 5C,,,,,,-76.95942404,38.91896163,,,
202,ABRA-025040,East St Cafe,"Panda Rice Bowl, Inc.",C,"50 MASSACHUSETTS AVE NE, #K",293243,399463.98,136632.07,Active,Restaurant,,,,,,,,Ward 6,20002,SMD 6C04,ANC 6C,,,,,,-77.00617913,38.8975388,87,,
203,ABRA-025084,Pupatella,1801 Corporation,C,1801 18TH ST NW,243302,396402.36,138490.73,Active,Restaurant,,,,CHECKED,,,,Ward 2,20009,SMD 2B01,ANC 2B,,,,,,-77.04148259,38.91427506,111,,
204,ABRA-025153,Aatish On The Hill,Al-Hamd Incorporated,C,609 PENNSYLVANIA AVE SE,5015,400170.58,135246.78,Active,Restaurant,,,,,,,,Ward 6,20003,SMD 6B02,ANC 6B,,,,,,-76.99803393,38.88505974,42,,
205,ABRA-025169,China House,Wen De Zhang & Yang You Feng,B,1601 BENNING RD NE,60353,401610.07,136849.67,Active,Retail - Grocery,,,,,,,,Ward 6,20002,SMD 6A07,ANC 6A,,,,,,-76.98143893,38.89949771,,,
206,ABRA-025198,The Mansion on O Street,H H Leonards Associates,C,2020 O ST NW,243057,396022.74,137837.05,Active,Multipurpose,,,,,,,,Ward 2,20036,SMD 2B06,ANC 2B,,,,,,-77.04585601,38.90838452,200,,
207,ABRA-025217,Banana Leaves,"Best Hunan, Inc.",C,"2020 FLORIDA AVE NW, #B",277143,396045.93,138517.35,Active,Restaurant,,,,,,,,Ward 2,20009,SMD 2B01,ANC 2B,,,,,,-77.04559256,38.91451333,72,,
208,ABRA-025268,Leopold's Kafe Konditorei/L2,"Cady's Alley Restaurant Concepts, LLC",C,3315 Cady's AL NW,302277,394217.26,137442.45,Active,Restaurant,,CHECKED,,,CHECKED,,,Ward 2,20007,SMD 2E05,ANC 2E,CHECKED,,,,,-77.06666905,38.90482014,199,,
209,ABRA-025273,Madam's Organ,2461 Corporation,C,2461 18TH ST NW,235590,396344.54,139353.12,Active,Tavern,,CHECKED,,,CHECKED,,,Ward 1,20009,SMD 1C07,ANC 1C,CHECKED,CHECKED,,,,-77.04215388,38.92204318,393,,
210,ABRA-025496,Matisse Bar & Grill,"Matisse Bar & Grill, LLC",C,4934 WISCONSIN AVE NW,266079,392820.29,142937.64,Active,Restaurant,,,,,,,,Ward 3,20016,SMD 3E03,ANC 3E,,,,,,-77.08283216,38.95431185,175,,
211,ABRA-025523,JJ Mutt Wine & Spirits,Bhuller's Corporation,A,643 PENNSYLVANIA AVE SE,1770,400259.24,135202.67,About to Expire,Retail - Liquor Store,,,,,,,,Ward 6,20003,SMD 6B02,ANC 6B,,,,,,-76.99701207,38.88466236,,,
212,ABRA-025542,The International Trade Center/Air,"Trade Center Management Associates, LLC",C,1300 PENNSYLVANIA AVE NW,293198,397379.12,136343.99,Active,Nightclub,,,,,CHECKED,,,Ward 2,20004,SMD 2C01,ANC 2C,,,,,,-77.03021187,38.89493993,1000,,
213,ABRA-025620,Sababa/Bindaas,"Ardeo, LLC",C,3309 CONNECTICUT AVE NW,275651,395052.05,140666.23,Active,Restaurant,,,,,CHECKED,,,Ward 3,20008,SMD 3C04,ANC 3C,,,,,,-77.05706802,38.93386576,176,,
214,ABRA-025750,The Studio Theatre,"The Studio Theatre, Inc.",C,1333 P ST NW,303391,397272.09,137991.73,Active,Multipurpose,,,,,,,,Ward 2,20005,SMD 2F02,ANC 2F,,,,,,-77.03145219,38.90978303,405,,
215,ABRA-025781,Tryst,Tryst Incorporated,C,2459 18TH ST NW,235612,396347.93,139344.8,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 1,20009,SMD 1C07,ANC 1C,,,,,,-77.04211474,38.92196824,99,,
216,ABRA-025796,Chinatown Garden Restaurant,"Chinatown Garden, Inc.",C,618 H ST NW,279857,398172.21,136854.88,Active,Restaurant,,CHECKED,,,,,,Ward 2,20001,SMD 2C01,ANC 2C,CHECKED,CHECKED,,,,-77.02107098,38.89954422,212,,
217,ABRA-025832,Peacock Cafe,Peacock Cafe Inc.,C,"3251 PROSPECT ST NW, #F",272144,394466.2,137594.74,Active,Restaurant,,,,CHECKED,,,,Ward 2,20007,SMD 2E03,ANC 2E,,,,,,-77.06380026,38.90619362,88,,
218,ABRA-025982,Joyti Foods Cuisine,"Joyti Foods, Inc.",C,2433 18TH ST NW,235606,396365.22,139280.16,Active,Restaurant,,,,CHECKED,,,,Ward 1,20009,SMD 1C07,ANC 1C,,,,,,-77.04191501,38.92138602,52,,
219,ABRA-025996,Johana's Restaurant,"Johanas, Inc",C,4728 14TH ST NW,255639,397133.55,142234.93,Active,Tavern,,CHECKED,,,,,,Ward 4,20011,SMD 4C02,ANC 4C,CHECKED,CHECKED,,,,-77.03306724,38.94800665,75,,
220,ABRA-026023,Capital Eagle Inc,Capital Eagle Inc,A,2815 V ST NE,44423,402566.15,138973.82,Active,Wholesaler,,,,,,,,Ward 5,20018,SMD 5C04,ANC 5C,,,,,,-76.9704092,38.91863018,,,
221,ABRA-026206,Medaterra,Cairo Inc.,C,2614 CONNECTICUT AVE NW,219091,395471.74,139580.45,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 3,20008,SMD 3C02,ANC 3C,,,,,,-77.05222029,38.92408731,95,,
222,ABRA-026226,Papa's Liquors,"ZSM, Inc",A,3703 MACOMB ST NW,284784,393685.47,140649.57,Active,Retail - Liquor Store,,,,,,,,Ward 3,20016,SMD 3C07,ANC 3C,,,,,,-77.07282954,38.93370725,,,
223,ABRA-026228,Big Valu Liquor,"Jas & Jassi, Inc.",A,3174 BLADENSBURG RD NE,302073,403419.46,140167.02,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 5,20018,SMD 5C02,ANC 5C,,,,,,-76.96056356,38.92937633,,,
224,ABRA-026242,Prince Hall Freemason & Eastern Star Charter Foundation,Prince Hall Freemason and Eastern Star Charitable,C,1000 U ST NW,242764,397719.42,138760.33,Active,Multipurpose,,,,,,,,Ward 1,20001,SMD 1B02,ANC 1B,,,,,,-77.02629713,38.91670778,500,,
225,ABRA-026432,Mccormick & Schmick Seafood Restaurant,McCormick & Schmick Restaurant Corp,C,1652 K ST NW,302207,396729.84,137149.85,Active,Restaurant,,,,CHECKED,,,,Ward 2,20006,SMD 2B05,ANC 2B,,,,,,-77.0377002,38.90219723,320,,
226,ABRA-026466,Bukom Cafe,"Marabu, Inc.",C,2442 18TH ST NW,243167,396299.8,139321.83,Active,Tavern,,CHECKED,,,,,,Ward 1,20009,SMD 1C03,ANC 1C,CHECKED,,,,,-77.04266964,38.92176146,114,,
227,ABRA-026519,Chi-Cha Lounge,"1624 U Street, Inc.",C,1624 U ST NW,226300,396713.47,138766.04,Active,Tavern,,CHECKED,,CHECKED,CHECKED,,,Ward 2,20009,SMD 2B08,ANC 2B,CHECKED,,,,,-77.03789665,38.91675636,89,,
228,ABRA-026520,7-Eleven,Tariq Hussain,B,1101 SOUTH CAPITOL ST SW,277736,399170.93,134369.85,Active,Retail - Grocery,,,,,,,,Ward 6,20003,SMD 6D02,ANC 6D,,,,,,-77.00955462,38.87715964,,,
229,ABRA-026574,Syd's,2325 Bladensburg Rd Corp,A,2325 BLADENSBURG RD NE,48573,402690.12,139245.51,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 5,20018,SMD 5C04,ANC 5C,,,,,,-76.96897861,38.92107728,,,
230,ABRA-026656,Equinox,"Harvest Moon, Inc.",C,"818 CONNECTICUT AVE NW, #B",218771,396638.38,137004.9,Active,Restaurant,,,,,CHECKED,,,Ward 2,20006,SMD 2B05,ANC 2B,,,,,,-77.03875389,38.90089079,90,,
231,ABRA-060003,Giardino Pizzeria-Restaurant,"Six Brothers, Inc.",C,1826 COLUMBIA RD NW,235408,396266.42,139339.21,Active,Restaurant,,CHECKED,,,,,,Ward 1,20009,SMD 1C03,ANC 1C,,CHECKED,,,,-77.04305466,38.92191788,75,,
232,ABRA-060004,Marcel's,2401 Restaurant Corp.,C,"2401 PENNSYLVANIA AVE NW, #B",273952,395502.59,137292.91,Active,Restaurant,,,,CHECKED,,,,Ward 2,20037,SMD 2A02,ANC 2A,,,,,,-77.05184954,38.90348021,170,,
233,ABRA-060026,Serv-u-Liquors,"Beletesh, Ltd",A,1935 9TH ST NW,243152,397937.38,138743.87,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 1,20001,SMD 1B02,ANC 1B,,,,,,-77.0237838,38.91656004,,,
234,ABRA-060065,Taj of India,"India Palace, LLC",C,2807 M ST NW,317352,395025.46,137511.65,Active,Restaurant,,,,,CHECKED,,,Ward 2,20007,SMD 2E06,ANC 2E,,,,,,-77.05735184,38.90544813,130,,
235,ABRA-060069,Bobby Van's Steakhouse,"RJJJ Restaurant, Corporation",C,805 15TH ST NW,279948,397103.76,136969.63,Active,Restaurant,,,,CHECKED,,,,Ward 2,20005,SMD 2C01,ANC 2C,,,,,,-77.03338868,38.90057506,190,,
236,ABRA-060080,Selam Restaurant/Gold Room,Haile G. Bainosai,C,1524 U ST NW,242099,396915.26,138771.01,Active,Restaurant,,CHECKED,,,,,,Ward 2,20009,SMD 2B09,ANC 2B,CHECKED,CHECKED,,,,-77.03556986,38.91680187,46,,
237,ABRA-060094,Davis Market,"7 Round, Inc",B,3819 GEORGIA AVE NW,252561,397890.54,141155.64,Active,Retail - Grocery,,,,,,CHECKED,,Ward 4,20011,SMD 4C08,ANC 4C,,,,,,-77.02433132,38.93828591,,,
238,ABRA-060116,Good Ole Reliable Liquors,"Mohabat, Inc.",A,1513 RHODE ISLAND AVE NE,62059,401547.65,139766.98,About to Expire,Retail - Liquor Store,,,,,,CHECKED,,Ward 5,20018,SMD 5C06,ANC 5C,,,,,,-76.98215194,38.92577794,,,
239,ABRA-060134,Alero Restaurant-1,"Alero, Inc.",C,"1724 CONNECTICUT AVE NW, #A",242589,396008.75,138393.57,Active,Restaurant,,,,,,,,Ward 2,20009,SMD 2B01,ANC 2B,,,,,,-77.04602055,38.91339811,105,,
240,ABRA-060138,Cafe Citron,"Cafe Dupont, LLC",C,1343 CONNECTICUT AVE NW,285509,396327.44,137842.56,Active,Tavern,,CHECKED,,,,,,Ward 2,20036,SMD 2B07,ANC 2B,,CHECKED,,,,-77.04234299,38.90843582,174,,
241,ABRA-060149,Romain's Table/The Diner,Romain's Table Inc.,C,2453 18TH ST NW,295038,396352.09,139331.75,Active,Restaurant,,,,CHECKED,,,,Ward 1,20009,SMD 1C07,ANC 1C,,,,,,-77.0420667,38.9218507,120,,
242,ABRA-060161,Fraternal Order Of Police,Fraternal Order of Police,C,711 4TH ST NW,237747,398624.47,136768.75,Active,Club,,,,,,,,Ward 2,20001,SMD 2C02,ANC 2C,,,,,,-77.0158571,38.89876915,240,,
243,ABRA-060167,Fresh Fields Whole Foods Market,Whole Foods Market Group Inc,B,1440 P ST NW,279174,397088.79,137959.45,Active,Retail-Full Service Grocery,,,,,,CHECKED,,Ward 2,20005,SMD 2F02,ANC 2F,,,,,,-77.03356546,38.90949165,,,
244,ABRA-060171,J.W. Marriott Hotel,"CCMH DC, LLC",C,"1331 PENNSYLVANIA AVE NW, #A",279081,397278.55,136502.52,Active,Hotel,,CHECKED,,,CHECKED,,,Ward 2,20004,SMD 2C01,ANC 2C,CHECKED,CHECKED,,,,-77.0313718,38.89636772,774,,
245,ABRA-060187,Haydee's 2000,Haydee Corporation,C,6303 GEORGIA AVE NW,254160,397634.13,144270.54,Active,Nightclub,,,,,,,,Ward 4,20011,SMD 4B03,ANC 4B,,,,,,-77.0272996,38.96634511,250,,
246,ABRA-060194,Legal Sea Foods,"Legal Sea Foods, LLC.",C,702 7th ST NW,243353,398077.78,136759.36,Active,Restaurant,,,,,,,,Ward 2,20001,SMD 2C01,ANC 2C,,,,,,-77.02215931,38.89868354,203,,
247,ABRA-060206,Capital Grille,"Capital Grille Holdings, Inc.",C,"601 PENNSYLVANIA AVE NW, #B",226088,398221.46,136161.65,Active,Restaurant,,,,,,,,Ward 2,20004,SMD 2C03,ANC 2C,,,,,,-77.02050143,38.89329945,204,,
248,ABRA-060231,O'Connor's Liquors,O'Connors Liquor Incorporated,A,2900 MINNESOTA AVE SE,287311,402964.15,134258.1,Active,Retail - Liquor Store,,,,,,,,Ward 7,20019,SMD 7B01,ANC 7B,,,,,,-76.96584013,38.87614835,,,
249,ABRA-060242,Pan Mar Liquors,"Venus Indo Services, Inc.",A,1926 I ST NW,241080,396128,137034.4,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 2,20006,SMD 2B06,ANC 2B,,,,,,-77.04463789,38.90115477,,,
250,ABRA-060249,Chef Geoff's,"Chef Geoff's, LLC",C,"3201 NEW MEXICO AVE NW, #A",223998,392644.02,140581.13,Active,Restaurant,,,,CHECKED,,,,Ward 3,20016,SMD 3D08,ANC 3D,,,,,,-77.08484051,38.93308229,225,,
251,ABRA-060256,Tosca,"Tosca, LLC",C,"555 12TH ST NW, #B",239135,397607.25,136542.94,Active,Restaurant,,,,,,,,Ward 2,20004,SMD 2C01,ANC 2C,,,,,,-77.02758282,38.89673279,145,,
252,ABRA-060270,Northwest Liquors,"Northwest Liquors, Inc.",A,300 KENNEDY ST NW,249474,398588.06,143159.7,Active,Retail - Liquor Store,,,,,,,,Ward 4,20011,SMD 4D02,ANC 4D,,,,,,-77.01628998,38.95634077,,,
253,ABRA-060273,Ritz Carlton Washington DC,"MPE Hotel I (Washington), LLC",C,1150 22nd street nw,278889,395743.76,137408.03,Active,Hotel,,CHECKED,,CHECKED,,,,Ward 2,20037,SMD 2A06,ANC 2A,,CHECKED,,,,-77.04906987,38.90451879,195,,
254,ABRA-060278,Afghan Grill,Khyber Pass Corp,C,2309 CALVERT ST NW,236660,395584.61,139542.51,Active,Restaurant,,,,CHECKED,,,,Ward 3,20008,SMD 3C01,ANC 3C,,,,,,-77.05091842,38.92374611,55,,
255,ABRA-060290,Premium Distributors,"Premium Distributors Of Washington DC, LLC",A,3500 FT LINCOLN DR NE,289765,404450.68,139356.33,Active,Wholesaler,,,,,,CHECKED,,Ward 5,20018,SMD 5C03,ANC 5C,,,,,,-76.94867582,38.92206843,,,
256,ABRA-060298,Irish Channel Restaurant,"Irish Channel, LLC",C,"500 H ST NW, #A",242981,398330.11,136867.3,Active,Tavern,,CHECKED,,CHECKED,,,,Ward 2,20001,SMD 2C03,ANC 2C,CHECKED,,,,,-77.01925072,38.89965642,185,,
257,ABRA-060306,Sun's Gallery,J. J. Sun Corporation,B,"600 MARYLAND AVE SW, #A",5831,398204.19,135356.41,Active,Retail - Grocery,,,,,,,,Ward 6,20024,SMD 6D01,ANC 6D,,,,,,-77.0206984,38.88604518,,,
258,ABRA-060309,One Washington Circle Hotel/Circle Bistro,The George Washington University,C,1 WASHINGTON CIR NW,242366,395682.78,137283.71,Active,Hotel,,,,,CHECKED,,,Ward 2,20037,SMD 2A06,ANC 2A,,,,,,-77.04977212,38.90339824,151,,
259,ABRA-060347,Meze,Meze LLC,C,2437 18TH ST NW,235583,396362.45,139290.35,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 1,20009,SMD 1C07,ANC 1C,,CHECKED,,,,-77.04194701,38.9214778,72,,
260,ABRA-060351,Joe Caplan Liquors,"DK, Corporation",A,1913 7TH ST NW,218566,398116.38,138680.55,Active,Retail - Liquor Store,,,,,,,,Ward 1,20001,SMD 1B01,ANC 1B,,,,,,-77.0217196,38.91599037,,,
261,ABRA-060352,Two Amys,Two Amys LLC,C,3715 MACOMB ST NW,223063,393662.57,140648.48,Active,Restaurant,,,,,CHECKED,,,Ward 3,20016,SMD 3C07,ANC 3C,,,,,,-77.07309365,38.93369693,128,,
262,ABRA-060359,Rafael Grocery Deli,Habtmical Letckidan T.,B,233 FLORIDA AVE NW,230021,398685.81,138418.97,Active,Retail - Grocery,,,,,,,,Ward 5,20001,SMD 5E06,ANC 5E,,,,,,-77.01515313,38.913635,,,
263,ABRA-060369,Gazuza,Dupont Imp LLC,C,"1629 CONNECTICUT AVE NW, #A",241052,396143.81,138250.84,Issued,Nightclub,,,,,CHECKED,,,Ward 2,20009,SMD 2B03,ANC 2B,,,,,,-77.04446245,38.91211295,148,,
264,ABRA-060383,Tunnicliffs Tavern,Harlou Inc.,C,222 7TH ST SE,50197,400360.25,135418.58,Active,Restaurant,,,,CHECKED,,,,Ward 6,20003,SMD 6B02,ANC 6B,,,,,,-76.99584775,38.88660732,87,,
265,ABRA-060397,Residence Inn/Wash.DC/Thomas Circle,"RIDC, LLC",D,1199 VERMONT AVE NW,278914,397199.52,137395.16,Safekeeping,Hotel,,,,,,,,Ward 2,20005,SMD 2F05,ANC 2F,,,,,,-77.03228647,38.90440836,202,,
266,ABRA-060398,La Molienda,Los Brothers Inc.,C,3568 14TH ST NW,234719,397137.21,140929.52,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 1,20010,SMD 1A01,ANC 1A,,,,,,-77.03301957,38.93624715,80,,
267,ABRA-060401,Johnny Pistolas,Zinat Inc.,C,2333 18TH ST NW,235617,396391.41,139180.7,Active,Restaurant,,CHECKED,,CHECKED,CHECKED,,,Ward 1,20009,SMD 1C07,ANC 1C,,CHECKED,,,,-77.04161248,38.92049049,192,,
268,ABRA-060407,Billy Martins Tavern,"Billy Martin's Tavern, LLC",C,1264 WISCONSIN AVE NW,272155,394516.63,137655.58,Active,Restaurant,,,,CHECKED,,,,Ward 2,20007,SMD 2E03,ANC 2E,,,,,,-77.06321933,38.906742,98,,
269,ABRA-060408,Winebow,"The Country Vintner, Inc.",A,"3350 V ST NE, #A",287841,403518.78,139010.98,Active,Wholesaler,,,,,,,,Ward 5,20018,SMD 5C04,ANC 5C,,,,,,-76.95942404,38.91896163,,,
270,ABRA-060411,Green Lantern/Tool Shed,Carriage House LLC,C,1335 GREEN CT NW,279092,397322.62,137403.53,Active,Nightclub,,,,,,,,Ward 2,20005,SMD 2F05,ANC 2F,,,,,,-77.03086729,38.90448448,125,,
271,ABRA-060414,Bacchus Wine Cellar,"B & M, Inc.",A,1635 WISCONSIN AVE NW,272918,394348.23,138167.94,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 2,20007,SMD 2E02,ANC 2E,,,,,,-77.06516507,38.91135645,,,
272,ABRA-060422,Montmartre/7th Hill,"La Goulu, Inc.",C,327 7TH ST SE,37312,400308.39,135279.31,Active,Restaurant,,,,CHECKED,,,,Ward 6,20003,SMD 6B02,ANC 6B,,,,,,-76.99644555,38.88535275,56,,
273,ABRA-060424,Bloomingdale Wine and Spirits,Nara Incorporated,A,1836 1ST ST NW,279430,398925.53,138616.09,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 5,20001,SMD 5E07,ANC 5E,,,,,,-77.01238937,38.91541105,,,
